Bldg Code,Bldg Number,Name,Site,Address,City,State,Zip,Year of Date Built,Year of Date Acquired,Status,Type,Use,Functional Status,General Fund % ,Recharge %,Assignable SF,Gross Sqr Feet (ARC)
WPTI,036A,WAPATI (WPTI),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
WRVR,037P,WIND RIVER (WRVR),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
WSTE,035D,WASTE TREATMENT (WSTE),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,MECHANICAL,OTHER,GENERAL FUND,100,100,0,619
WVC,604,WILLIAMS VILLAGE DINING AND COMMUNITY COMMONS (WVC),WILL VILL,510 30TH ST,BOULDER,CO,80309,2017,2017,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"72,806","114,873"
WVE,622,WILLIAMS VILLAGE EAST (WVE),WILL VILL,3400 BASELINE RD,BOULDER,CO,80303,2018,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"109,978","188,831"
WVHP,611,WILLIAMS VILLAGE HEATING PLANT (WVHP),WILL VILL,3200 BASELINE RD,BOULDER,CO,80309,1966,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,426,"8,277"
WVN,621,WILLIAMS VILLAGE NORTH (WVN),WILL VILL,3300 BASELINE RD,BOULDER,CO,80309,2011,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,"85,117","145,874"
WVPH,623,WILLIAMS VILLAGE PUMPHOUSE (WVPH),WILL VILL,3502 BASELINE RD,BOULDER,CO,80309,2012,,OPEN,MECHANICAL,OTHER,AUXILIARY,0,100,0,456
WVRC,607,WILLIAMS VILLAGE RECREATION CENTER (WVRC),WILL VILL,3225 APACHE DR,BOULDER,CO,80309,2004,2007,OPEN,BUILDING,SPECIAL/GEN USE,AUXILIARY,0,100,"8,999","11,038"
WVSTO,615,WILLIAMS VILLAGE GROUNDS STORAGE (WVSTO),WILL VILL,3180 BASELINE RD,BOULDER,CO,80309,2012,,OPEN,BUILDING,OTHER,AUXILIARY,0,100,754,896
XDCB,269,XD CABIN (XDCB),GRANDVIEW,1336 GRANDVIEW AVENUE,BOULDER,CO,80309,1987,,OPEN,BUILDING,CLASSROOM/ADMIN,GENERAL FUND,100,0,753,831
ZUNI,037V,ZUNI (ZUNI),MTN RSH ST,818 COUNTY RD 116,NEDERLAND,CO,80466,1920,,OPEN,BUILDING,RESIDENTIAL,AUXILIARY,0,100,108,126
,,,,,,,,,,,,,,,,,
